Comment,Aspect,Date,brand,trigger_keywords,model_score,lexicon_score,final_score
මුන් හොරු රැලක්.... මගෙත් කපල කුනුහරපෙන් බැන්නහම දැම්ම....,Trust and Security,2025-04-02T16:38:24Z,Commercial Bank,['commercial bank'],0.8312417268753052,0.0,0.5818692088127135
 කෙලින්ම කියන්නෙ මේ බැංකුව පල්ලියෙ.. මටත් අසාධාරණයක් කලා. වෙන දිස්ත්‍රික්කයක හැඳුනුම්පතට ගිනුමක් හදන්න බෑ කිව්ව. හැබැයි අනෙක් ශාඛාවෙන් මම හදාගත්ත. ගිණුවල තියන සල්ලි විතරක් නෙමෙයි ගිනුමට දාන සල්ලි එදිනට නොදා ඒව ඇතුලෙන් පොලියට දීල හම්බකරගෙන පස්සෙ ගිනුමට දාන බවත් පේනවා. ලංකාවෙ හොඳම බැංකු කියල හොරට ලකුණු දාගෙන වෙන්න ඇති. කිසිම සැලකිල්ලක් නෑ මේ බැංකුවට යන සමහර අයට .,Trust and Security,2025-04-02T15:51:26Z,Commercial Bank,['commercial bank'],0.7324607372283936,0.0,0.5127225160598755
මුන් දැන් මෙික කරන්නෙ අවුරැදු ගානක් ඉදන් මටත් කරා බල්ලො,Trust and Security,2025-04-02T08:18:55Z,Commercial Bank,['commercial bank'],0.71129310131073,0.0,0.49790517091751096
කතාව.ඇත්ත.මටත්.එහෙම.වෙලා.තියෙනවා .මට.නම්.සුඑ.මුදලක්.මාස්පතා.කැ⁣පුවා.මම.දැන්  මුදල් .දාන්නෙ.නැ.මේ.ගැන .දැනුවත් .කලාට.ඔබතුමාට .ගොඩක් .පින්.,Trust and Security,2025-04-01T12:43:33Z,Commercial Bank,['commercial bank'],0.5772091746330261,0.0,0.40404642224311826
මේක ඇත්ත මාත් හදාගත්තා account එකක්..ලොකුවට සල්ලි තිබ්බෙ නැ.එ උනාට තිබ්බ සල්ලි ටික සැරෙන් සැරෙ හේතුවක් නැතුව කැපි කැපි ගියා.ඉන් පස්සෙ එහෙමම සල්ලි දැම්මෙත් නැ.එ account එක use කරෙත් නෑ,Trust and Security,2025-04-01T03:42:35Z,Commercial Bank,['commercial bank'],0.4608254134654999,0.0,0.3225777894258499
මටත් මේ ඕක වෙලා තියෙන්නේ මට කිව්වා මාසයක් ඉන්න කියලා 18 ගානක් ඔන්ලයින් කරලලු....මං කිසිම දෙයක් කරලා නෑ....,Loans and Credit Services,2025-04-01T03:21:47Z,Commercial Bank,['commercial bank'],0.45169225335121155,0.0,0.31618457734584804
මුන් තනි හොරු...රු50.000ක් දාලා එකව්න්ට් එක හදපු දවසේ ඉදලා මේ මාස 4ට රු13.400ක් මිසින්..සර්ව්ස් චාර්ජ් කියලම කපලා...කාලකන්නි ඔකුන්..,Trust and Security,2025-03-31T17:51:43Z,Commercial Bank,['commercial bank'],0.796387255191803,0.0,0.557471078634262
නියමයි කොල්ලෝ.. COMMERCIAL BANK එකේ ඔහොම වෙනවා කියලා තව කෙනෙක් ඔහොම කීවා.. මගෙ account එකත් commercial bank..,Trust and Security,2025-03-31T05:28:07Z,Commercial Bank,['commercial bank'],0.7525563836097717,0.0,0.5267894685268402
මහජන බැංකුව ට්‍රයි කරන්න,Others,2025-03-31T03:55:53Z,Commercial Bank,['commercial bank'],0.7367861270904541,0.0,0.5157502889633179
මගෙත් මාස තුනක් එක දිගට rs 5615 ගානේ කට්ටුනා...මම ඉන්නෙත් uae වල..බෑන්ක් එකට කතා කරලා ඇහුවම කියන්නේ මම ඔන්ලයින් පේමන්ට් එකක් කරලා කියලා...දැන් ඒ එකවුන්ට් එකට මම සල්ලි දාන්නේ නෑ...bank statement ඉල්ලුවම..මම ලංකාවට ආවම විතරයි ගන්ඩ පුළුවන් කියනවා..,Customer Support,2025-03-30T18:46:33Z,Commercial Bank,['commercial bank'],0.01229073852300644,1.0,0.3086035169661045
Commercial bank eke හරියට හොර කරනව.මගෙත් සල්ලි කපල තිබ්බ,Trust and Security,2025-03-30T10:07:19Z,Commercial Bank,['commercial bank'],0.7169241905212402,0.0,0.5018469333648682
මුන හොරැක් කටට,Trust and Security,2025-03-30T08:56:03Z,Commercial Bank,['commercial bank'],0.46117696166038513,0.0,0.32282387316226957
ස්තුතියි තව පොඩ්ඩෙන් මමත් ගිණුමක් ආරම්භ කරනවා,Others,2025-03-30T08:55:06Z,Commercial Bank,['commercial bank'],0.14684392511844635,0.0,0.10279074758291244
"Mgeth commercial bank account ekak thiyenne, mgeth awrudu 4 kata kaling ohoma deyak una, 75000 kapila thibuna, oyage kathawa attha malli, mama action ekak gatthe naha malli, lajjawata nikang hitiya malli",Trust and Security,2025-03-30T07:52:16Z,Commercial Bank,['commercial bank'],0.6308947205543518,0.0,0.44162630438804623
"Onama Debit/ Credit card ekakin fraud transactions wenna puluwn.. Aththtma Fraud ekaknm Customer OTP eka dala nattn hri email ekak transaction ekata link wela nattn hri aniwaren Card Network (Visa / Master / Amex) eyalagen chargeback request krnna puluwn.
Maximum dawas 45n acquiring bank eka salli ewanawa.
Loke onama bank ekaka card ekak pawichchi krna onama kenekta thiyena normal risk ekak oka.",Trust and Security,2025-03-30T00:38:44Z,Commercial Bank,['commercial bank'],0.6067550182342529,1.0,0.7247285127639771
Account number කියන්න එපා,Customer Support,2025-03-29T16:23:16Z,Commercial Bank,['commercial bank'],0.6415155529975891,0.0,0.4490608870983123
"ලංකාවෙ තියන බලුම  බැංකුව. Akd රජයවත් මුන්ට පාඩමක් උගන්වන්න ඕන!  හිගන Central Bank එකේ වරද, මුන්ව නලවනවට!",Trust and Security,2025-03-29T11:53:32Z,Commercial Bank,['commercial bank'],0.7952569127082825,0.0,0.5566798388957976
මගෙත් කො. බැ. ඉ ගිණුමෙන් බොරැල්ලෙ සේනානායක පාරෙ බ්‍රාන්ච් එකේ ඔය විදියටම අරන් ලියුම්දීල බලන් හිටිය. ටික දවසකට පස්සෙ වයිෆ්ගෙ S. A. ත් සල්ලි අරගෙන. ගියාම කියනව ඔන්ලයින් ගණු දෙනු කරල මෙහෙම උනේ කියල ලිපියක් අපෙන් අරන් මාස එකහමාරකදි වගේ මගේ මුදලින් කොටසක් දුන්න. වයිෆ් ගෙනම් ගත්මුදල දුන්න. දැන් කාඩ් නෑ අපි ගත්තෙ. ඒකටත් විදීද දන්නෙ නෑ.,Trust and Security,2025-03-29T11:27:27Z,Commercial Bank,['commercial bank'],0.8537554144859314,0.0,0.5976287901401519
කොමර්ෂල් බැංකුව කියන්නේ. ජනහිතකාමී පරිත්‍යාගශීලී බැංකුවක්. කොතරම් ධන පරිත්‍යාග පාසල් උපකරණ laptop මේ වගේ  ගොඩාක් උපකාරකරනවා. ඔයාට යම් වැරදීමක් තියෙන්න පුළුවන් ඒක ඔයා හරිගස්ස ගන්න. එහෙම නැතුව ඔයාගේ කීම අහලා අපි හැමෝටම එහෙම දෙයක් වෙන්නේ නෑ. ඔයාගේ ප්‍රශ්නෙට ඔයා බලාගන්න මේ වගේ වීඩියෝ කරන්න එපා.,Trust and Security,2025-03-29T10:00:55Z,Commercial Bank,['commercial bank'],0.5441005229949951,0.0,0.38087036609649655
"
දැනුවත් කල එක ගොඩක් වටිනවා 
අපි මහන්සි වෙලා සල්ලි හම්බකරන්නෙ 
මල්ලි ගෙම ඉල්පු එක වටිනවා 
තවත් දැනුවත් කරන්න  මල්ලි ට ස්වභාව ධර්මයේ ආශිර්වාදය වැඩි වැඩියෙන් ලැබෙයි ",Others,2025-03-29T09:34:50Z,Commercial Bank,['commercial bank'],0.34218859672546387,0.0,0.2395320177078247
සමිපත් බැංකුවත් එහෙමද. විශ්වාස බැංකුවක් කවුරු හරි දන්නවනමි කියන්න.,Others,2025-03-29T08:48:35Z,Commercial Bank,['commercial bank'],0.6109026670455933,0.0,0.42763186693191524
ඉදිරියටම ගෙනියන්න අනිත් අයටත් එමඟින් ලොකු සහනයක් ලැබේවි,Others,2025-03-29T07:09:35Z,Commercial Bank,['commercial bank'],0.2594358026981354,0.0,0.18160506188869474
මගෙත්    මාසෙකට   දෙපාරක්   කපකල   රු 700  -600  ගානෙ   හේතුවක්    නැහැ,Transactions and Payments,2025-03-28T19:38:18Z,Commercial Bank,['commercial bank'],0.6768988966941833,0.0,0.47382922768592833
Mage putga acnt akn 10000 kapl card akan online,Digital Banking Experience,2025-03-28T16:41:21Z,Commercial Bank,['commercial bank'],0.4875684976577759,0.0,0.3412979483604431
"ඇත්ත
මමත් Q ඇප් එකෙන් සල්ලී දාන්න ගිහින් අංකයක් වැරදිලා වෙන ගිනුමකට ගිහිං අද වෙනකං ආපහු අරන් දුන්නෑ
ඇහුවම වෙන රෙද්දවල් කියනවා
Q ඇප් එක පාවිච්චි කරන්න එපා",Digital Banking Experience,2025-03-28T15:49:16Z,Commercial Bank,['commercial bank'],0.8350000977516174,0.0,0.5845000684261321
ඇත්තම කතාවක් මටත් ඕකම වුනා දැන් මම එකවුන්ට් එකේ සල්ලි තියන් නෑ,Customer Support,2025-03-28T15:34:02Z,Commercial Bank,['commercial bank'],0.005549219436943531,1.0,0.30388445360586047
Meka central bank eke lokkange waraddak. Ai hoyala bala na bari,Trust and Security,2025-03-28T14:33:16Z,Commercial Bank,['commercial bank'],0.6573255062103271,0.0,0.46012785434722897
මමත් වෙන්නප්පුවේ  කොමර්ෂල්,Trust and Security,2025-03-28T14:25:07Z,Commercial Bank,['commercial bank'],0.5053398013114929,0.0,0.35373786091804504
මම යාල 07 / 03 /2025 card  ගෙවිමක් කලා එ ගෙවපු බව මෙසේජ් ආවා ඊට පස්සේ 12/03/2025 මම රුපියල් 42000 ඉතුරු කරලා එකෙන් 10000ක් ගත්තා ඉතිරි 32000ක් තිබුනා මගෙ ගිණුමට තව 32000ක් පඩි සල්ලි වැටුනා නමුත් මෙසේජ් ආවෙ නැ සල්ලි දාපු කෙනා කිව්වා සල්ලි දැම්මා කියලා මම බැංකුවට ගිහිං ඇහුවාම කිව්වා ඔව් 32000ක් රැ එකලොහට දාල තියනවා කියලා එකෙන් 22000ක් කැපිලා ඒක කොහමද උනේ කියලා ඇහුවාම සතියට කලිං යාල ගෙවීමෙ මුදල කපා ගත්තලු මේක හොර ගුහාවක් මිනිස්සුන්ගෙ සල්ලි මාටියා ගහනවා.,Trust and Security,2025-03-28T14:16:02Z,Commercial Bank,['commercial bank'],0.6297733187675476,0.0,0.4408413231372833
මේක යකාගේ වැඩක් නේ..කොහමද බැංකුව විශ්වාස කරලා සල්ලි දාන්නේ. බැංකුව ඔහොමද කස්ටමර්ස්ලාට සළකන්නේ. තමන්ට වෙච්ච අසාධාරණය හා පාඩුව පිළිබඳව විමසන්නට බැංකුවට ගිහිල් අහනකොට කියන්නේ කෑගහන්න එපා කියලා. බැංකුවේ ඉන්න අප්පලා හරියට ඔවුන්ගේ රාජකාරිය කළා නම් මොකටද කෑගහන්නේ. මේක හැමෝටම හොඳ පාඩමක්. කොමර්ෂල් බැංකුවට සල්ලි දැමීම පිළිබඳව දෙවරක් කල්පනා කළත් හොඳයි නේද?...,Trust and Security,2025-03-28T11:43:39Z,Commercial Bank,['commercial bank'],0.729833722114563,0.0,0.5108836054801941
Matath ma wage. Wedak huna  mn Bank Branch eka kiyanne nah  mage balance eke 85 k thibuna passe beluwama 60k  theyanawa kiwwa 25 ts vidala passe mn kathakarala aragaththa parissmen ganydenu Kara ne,Trust and Security,2025-03-28T11:15:48Z,Commercial Bank,['commercial bank'],0.7502110004425049,0.0,0.5251477003097533
මාත් අදම අකවුන්ට් එක වෙනස් කරනව.,Digital Banking Experience,2025-03-28T10:24:18Z,Commercial Bank,['commercial bank'],0.7577523589134216,0.0,0.5304266512393951
මගෙත් රුපියල් 15000 කැපිල තිබ්බ.කිසිම හේතුවක් නැතුව ෆේස්බුක් පේමන්ට් එකක් කිවුව.මන් රට ඉන්න නිසා මොකුත් කරගන්න ඹැරි උනා.,Trust and Security,2025-03-28T10:22:32Z,Commercial Bank,['commercial bank'],0.679267168045044,0.0,0.47548701763153073
මටත් ලක්ෂ 2k nethi una oya bank eke horu weda kranna,Transactions and Payments,2025-03-28T08:58:59Z,Commercial Bank,['commercial bank'],0.4531409740447998,0.0,0.31719868183135985
Online ඇවිල්ල ඔයාගේ bank account number එක  කියවන්න එපා.,Customer Support,2025-03-28T08:30:57Z,Commercial Bank,['commercial bank'],0.4422468841075897,0.0,0.3095728188753128
මමත් කොමර්ෂල් බැංකුවේ එකවුන්ට් එකක් ඕපන් කරන්න හිටියේ මගේ වාසනාවට අහම්බෙන් මේ වීඩියෝඑක දැක්කේ... පුතා ඔයාට ස්තුථියි මෙය සමාජ ගත කලාට....,Trust and Security,2025-03-28T04:37:46Z,Commercial Bank,['commercial bank'],0.7878199815750122,0.0,0.5514739871025085
මුන් මගෙනුත් රැපියල් 3000 ක් කපා ගත්තා හොර හැත්ත,Trust and Security,2025-03-28T04:14:33Z,Commercial Bank,['commercial bank'],0.7189016938209534,0.0,0.5032311856746673
බුදු අම්මෝ මමත් අදම කමර්ෂල් එකවුන්ට් එක කැන්සල් කරලා දානවා.,Trust and Security,2025-03-28T03:01:27Z,Commercial Bank,['commercial bank'],0.7531834840774536,0.0,0.5272284388542174
වැඩ  කරන  එවුන්ගෙ  වැඩක්  වෙන්න  ඇති,Others,2025-03-27T23:50:30Z,Commercial Bank,['commercial bank'],0.6446720361709595,0.0,0.4512704253196716
කිසිම කෙනෙක් කොමර්ෂල් බැංකුව ට සල්ලි දාන්න එපා.,Trust and Security,2025-03-27T16:50:35Z,Commercial Bank,['commercial bank'],0.7203395366668701,0.0,0.5042376756668091
සල්ලි බෙන්කුවෙ දාන්න එපා... මුන් හොරු,Trust and Security,2025-03-27T16:26:18Z,Commercial Bank,['commercial bank'],0.7386710047721863,0.0,0.5170697033405304
මගේත් කොමර්ෂල් බංකුවේ තමයි එකවුන්ට් එක තියෙන්නේ.ඒ උනාට මෙ වෙනකම් බංකුව අපට කරපු උදව්වක් නැහැ.ලෝන් එකක් ගන්න ගියාම නොදෙන ගානටම තමයි වැඩ  සිද්ද කරන්නේ,Trust and Security,2025-03-27T10:46:18Z,Commercial Bank,['commercial bank'],0.7890358567237854,0.0,0.5523250997066498
අඩේ මාත් එකක් හදන්න හිටියේ තෑන්ක්ස් බන් දැනුවත් කරාට,Others,2025-03-27T10:34:47Z,Commercial Bank,['commercial bank'],0.7228992581367493,0.0,0.5060294806957245
කොමර්සල් බැංකුව ....හොර ගුහාවක් දාන්නනම් එපා වැරදිලාවත්,Trust and Security,2025-03-27T07:48:52Z,Commercial Bank,['commercial bank'],0.7313030958175659,0.0,0.5119121670722961
ලංකා බැන්කුවෙත් මෙි වගේ උනා.10 කැපුන.ඊට පස්සෙ 3000 ගානේ දෙපාරක් කැපුන.උන්ට කිවිව.මන් ඔන්ලයින් ටාන්සර් කරනවද කිවිව. මුන් කැපුව ඔහොම.,Trust and Security,2025-03-27T04:05:37Z,Commercial Bank,['commercial bank'],0.8324943780899048,0.0,0.5827460646629333
පුදුම වැඩක් තමයි සල්ලි දන්නාත් bayai දුක vidala ganna salli අපේ,Trust and Security,2025-03-26T20:58:35Z,Commercial Bank,['commercial bank'],0.5192044377326965,0.0,0.3634431064128876
අපෙත් කැපුනා ටික ටික අපි අයින් කරගත්තා,Trust and Security,2025-03-26T17:17:21Z,Commercial Bank,['commercial bank'],0.4948207437992096,0.0,0.3463745206594467
"අපිටත් ඕක වුනා තාම මුකුත් නෑ . දවස් 30 ක් දෙන්න කිව්වා. facebook purchase වෙලා කිව්වා. රු.80,000 ක්",Transactions and Payments,2025-03-26T16:26:37Z,Commercial Bank,['commercial bank'],0.5941290855407715,0.0,0.41589035987854
Account ඒක cancel කරන්න,Digital Banking Experience,2025-03-26T12:45:13Z,Commercial Bank,['commercial bank'],0.7249741554260254,0.0,0.5074819087982178
වැදගත් පනිවිඩයක් සහෝ.,Others,2025-03-26T12:27:12Z,Commercial Bank,['commercial bank'],0.6253765821456909,0.0,0.4377636075019836
Commercial bank එකේ වගකිව යුතු අය දකිත්වා,Trust and Security,2025-03-26T07:25:28Z,Commercial Bank,['commercial bank'],0.5853452086448669,0.0,0.40974164605140684
මාස 12ta ලක්ෂ 10 demmoth මාසෙට පොලිය ganna widiyata. Kiyak lebenwda?..,Transactions and Payments,2025-03-03T15:50:50Z,Commercial Bank,['commercial bank'],0.7076492309570312,0.0,0.49535446166992186
Mage current account ekak thiyenne eka fix ekakata change karganna puluwan da?,Digital Banking Experience,2025-03-03T15:46:39Z,Commercial Bank,['commercial bank'],0.810559093952179,0.0,0.5673913657665253
මාස O4  තැන්පතුවට  ලක්ශ 10ක් දැම්මොත් පොලිය කීයක්  ලැබෙනවද?,Transactions and Payments,2025-02-18T17:48:28Z,Commercial Bank,['commercial bank'],0.7530520558357239,0.0,0.5271364390850066
ලක්ෂ 65 ක් දින 100 ට දැම්මොත් පොළිය කීයද,Transactions and Payments,2025-02-17T15:15:15Z,Commercial Bank,['commercial bank'],0.763206422328949,0.0,0.5342444956302642
On line එකවුන්ට් එකක් ඕපන් කරන්නේ කොහොමද කියලා දෙන්න බැරිද?,Digital Banking Experience,2025-02-17T09:49:26Z,Commercial Bank,['commercial bank'],0.848301351070404,0.0,0.5938109457492828
ලක්ෂ 30ක් මාස 6කට ලැබෙන පොලිය කියද,Transactions and Payments,2025-02-17T02:38:23Z,Commercial Bank,['commercial bank'],0.731532633304596,0.0,0.5120728433132171
3 y bank ake ganudenu nokaroth account aka cansal wenawada,Digital Banking Experience,2025-05-16T10:05:45Z,Commercial Bank,['commercial bank'],0.7991587519645691,0.0,0.5594111263751983
aiye meka haduwoth paypal wage account ekakata card ekak pawichchi nokara salli ganna puluwanda,Transactions and Payments,2025-02-25T02:38:16Z,Commercial Bank,['commercial bank'],0.3350580632686615,1.0,0.534540644288063
commercial bank එකේ ස්ටේට්මන්ට් එක ගන්නෙ කොහොමද,Digital Banking Experience,2025-02-12T14:50:07Z,Commercial Bank,['commercial bank'],0.8301290273666382,0.0,0.5810903191566467
banking training යන්නත් digree එක්ක සම්පූර්ණ කරන්න ඕනද,Digital Banking Experience,2025-03-27T02:23:47Z,Commercial Bank,['commercial bank'],0.8233069777488708,0.0,0.5763148844242095
Ayye mata email ekak ewala thinava banking trainee exam ekata enna kiyala 30 wenidata combank headquarters ekata,Digital Banking Experience,2025-03-26T11:29:46Z,Commercial Bank,['commercial bank'],0.4089374244213104,0.0,0.2862561970949173
Aiye mata  commercial bank eke intaw call kara. Intaw ahana question monada,Customer Support,2025-03-26T05:15:34Z,Commercial Bank,['commercial bank'],0.8626424074172974,1.0,0.9038496851921081
